Source	Contributor	VarID	Variable	Value	Description	ThemeTag	Level	CellTissue	CellTissueContext	DataItem	Complex	Dimensions	LinkedID	IndividualLevelData	InApp	MPTerm	GOTerm	EFOTerm	Relevance	Levels	MethodID	PrivateNote	PublicNote	DataSource	DataSourceLink
PMID23064357	Richardson et al. (2012)	Richardson12_ICI	ICI	Count	Count of insulin-containing islets	viral	cell	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal pancreatic beta cell number					Richardson12_1			Table 1: nPOD type 1 diabetes patients and non-diabetic controls.	https://link.springer.com/article/10.1007%2Fs00125-012-2745-4#Tab1
PMID23064357	Richardson et al. (2012)	Richardson12_VP1.ICI	VP1.ICI	%	Enterovirus VP1 expression as percent of insulin-containing islets with multiple VP1+ cells (VP1/ICI)	viral	tissue	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	increased susceptibility to virus induced diabetes					Richardson12_1		This is a derived feature. See VP1 and ICI.	Table 1: nPOD type 1 diabetes patients and non-diabetic controls.	https://link.springer.com/article/10.1007%2Fs00125-012-2745-4#Tab1
PMID23139348	Korpos et al. (2012)	Korpos12_BM.pos	BM.pos	[0,1]	Normal/intact extracellular matrix (ECM) composition based on staining for basement membrane (BM) components; pan-laminin, collagen, perlecan, agrin, nidogen1/2	extracellular matrix	tissue	pancreas	pancreas	measurement datum	0	1	T	T	T	abnormal basement membrane morphology			VarWithinD & VarDvsCtrl	1 = intact; 0 = no staining in some areas	Korpos12_1			Supplementary Table 2: Summary of analyzed nPOD samples.	http://diabetes.diabetesjournals.org/highwire/filestream/72250/field_highwire_adjunct_files/0/DB120432SupplementaryData.pdf
PMID23139348	Korpos et al. (2012)	Korpos12_IM.pos	IM.pos	[0,1]	Normal/intact extracellular matrix (ECM) composition based on staining for interstitial matrix (IM) components; collagen, fibronectin, tenascin-C, matrillin, fibrillin	extracellular matrix	tissue	pancreas	pancreas	measurement datum	0	1	T	T	T	abnormal extracellular matrix morphology			No VarWithinD & No VarDvsCtrl	1 = intact; 0 = no staining in some areas	Korpos12_1			Supplementary Table 2: Summary of analyzed nPOD samples.	http://diabetes.diabetesjournals.org/highwire/filestream/72250/field_highwire_adjunct_files/0/DB120432SupplementaryData.pdf
PMID23904478	Chen et al. (2013)	Chen13_IL15	IL15	normalized expression	Expression of IL-15 mRNA reported as normalized counts to three housekeeping genes	viral	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	F	F				VarDvsCtrl		Chen13_1		Individual-level data is not available.		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3746870/figure/fig06/
PMID23904478	Chen et al. (2013)	Chen13_IL15Ra	IL15Ra	normalized expression	Expression of IL-15Ralpha reported as normalized counts to three housekeeping genes	viral	transcript	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	F	F				VarDvsCtrl		Chen13_1		Individual-level data is not available.		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3746870/figure/fig06/
PMID23904478	Chen et al. (2013)	Chen13_MxA.pos	MxA.pos	[0,1]	Positive for expression of MxA (a GTPase induced by type 1 IFN) as detected by staining	viral	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T				VarDvsCtrl		Chen13_2	In text: Immunohistochemistry demonstrated IL-15 expression in the islets in all T1D patients examined (four out of four, nPOD-6038, nPOD-6046, nPOD-6050, and nPOD-6084), whereas IL-15 was detected only in the pancreatic islets in one out of four normal donors and two out of five autoantibody positive donors (Fig. 6A). Interestingly, in two cases where IL-15 was positive, we also detected islet expression of MxA, a GTPase induced by type 1 IFN (?/?), that has been reported to interfere with virus multiplication and spread (28) (Fig. S6).	Data values are mentioned in publication text.	"Fig S6: Increased expression of MxA in the islets of a patient with type 1 diabetes [Network for Pancreatic Organ Donors (nPOD)-6084] and an autoantibody
positive donor (nPOD-6023)."	http://www.pnas.org/lookup/suppl/doi:10.1073/pnas.1312911110/-/DCSupplemental/pnas.201312911SI.pdf?targetid=nameddest=SF6
PMID23920110	Kavishwar et al. (2013)	Kavishwar13_sphingo.score	sphingo.score	staining intensity score	Quantification of sphingomyelin (SM) patches as IC2-antibody staining intensity	sphingolipids	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T	abnormal sphingomyelin level					Kavishwar13_1			Table 1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3840740/table/table1-0022155413502792/
PMID23920110	Kavishwar et al. (2013)	Kavishwar13_Ins.score	Ins.score	staining intensity score	Staining for Insulin	general	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T						Kavishwar13_1			Table 1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3840740/table/table1-0022155413502792/
PMID23920110	Kavishwar et al. (2013)	Kavishwar13_Gcg.score	Gcg.score	staining intensity score	Staining for Glucagon	general	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T						Kavishwar13_1			Table 1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3840740/table/table1-0022155413502792/
PMID24264405	Yip et al. (2013)	Yip13_Adora1	Adora1		Expression of adenosine A1 receptor (Adora1) by staining; no quantification	cross-disease connections	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	F						Yip13_2				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3837064/figure/F3/
PMID24264405	Yip et al. (2013)	Yip13_ADORA1.var.pos	ADORA1.var.pos		Presence of a Adora1 variant assessed by RT-PCR	cross-disease connections	gene	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T						Yip13_1			Fig 4: An alternatively spliced isoform of Adora1 is expressed in the pancreas of NOD and AA+ patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3837064/figure/F4/
PMID24498006	Ye et al. (2014)	Ye14_MMc.cells	Mmc.cells	total no. MMc/total cells (%)	Maternal microchimeric cell quantification in pancreas	maternal microchimerism	cell	other	pancreas	measurement datum	0	1	T	T	T	chimerism			VarDvsCtrl		Ye14_1 			Table 2: Frequencies of MMc in T1D and control male human pancreases.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3909047/table/pone-0086985-t002/
PMID24498006	Ye et al. (2014)	Ye14_Ins.MMc.cells	Ins.Mmc.cells	no. of insulin+ MMc/total cells (%)	Enrichment of MMcs in the beta cell fraction	maternal microchimerism	cell	type B pancreatic cell	islet of Langerhans	measurement datum	0	1	T	T	T				VarDvsCtrl		Ye14_1 			Table 2: Frequencies of MMc in T1D and control male human pancreases.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3909047/table/pone-0086985-t002/
PMID24677718	Bogdani et al. (2014)	Bogdani14_Hyaluronan.islet	Hyaluronan.islet	HA+ area/mm^2	Hyaluronan-positive area in peri- and intra-islet	extracellular matrix	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	NA	F				VarDvsCtrl		Bogdani14_1				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4113060/figure/F2/
PMID24677718	Bogdani et al. (2014)	Bogdani14_Hyaluronan.follicle	Hyaluronan.follicle	%	Hyaluronan-positive area in splenic B cell follicles	extracellular matrix	protein	spleen lymphoid follicle	spleen	measurement datum	0	1	T	NA	F				VarDvsCtrl		Bogdani14_1				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4113060/figure/F6/
PMID24677718	Bogdani et al. (2014)	Bogdani14_Hyaluronan.spleen	Hyaluronan.spleen	%	Hyaluronan-positive area in splenic T cell area	extracellular matrix	protein	spleen	spleen	measurement datum	0	1	T	NA	F				VarDvsCtrl		Bogdani14_1				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4113060/figure/F6/
PMID24677718	Bogdani et al. (2014)	Bogdani14_Hyaluronan.PLN	Hyaluronan.PLN	%	Hyaluronan-positive area in pancreatic lymph node (PLN) tissue area	extracellular matrix	protein	pancreatic lymph node	pancreatic lymph node	measurement datum	0	1	T	NA	F				VarDvsCtrl		Bogdani14_1				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4113060/figure/F6/
PMID24677718	Bogdani et al. (2014)	Bogdani14_IalphaI	IalphaI		Characterization of hyaluronan-binding protein	extracellular matrix	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	NA	F						Bogdani14_1				
PMID24677718	Bogdani et al. (2014)	Bogdani14_Versican	Versican		Characterization of hyaluronan-binding protein	extracellular matrix	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	NA	F						Bogdani14_1				
PMID24677718	Bogdani et al. (2014)	Bogdani14_TSG6	TSG6		Characterization of hyaluronan-binding protein	extracellular matrix	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	NA	F						Bogdani14_1				
PMID24939426	Arif et al. (2014)	Arif14_CD20.cat	CD20.cat	[Lo,Hi]	Mean CD20+ cells (cells stained per islet) and categorized into CD20Hi or CD20Lo; only for islets with residual immune staining for insulin	autoimmunity	cell	B cell	islet of Langerhans	measurement datum	0	1	T	T	F	insulitis			VarDvsCtrl		Arif14_1			Figure 4: Immunohistological analysis of pancreas from patients with type 1 diabetes reveals heterogeneity of insulitis.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4207393/figure/F4/
PMID24939426	Arif et al. (2014)	Arif14_CD8.cells	CD8.cells	cells/islet	Mean CD8+ cells (cells stained per islet); only for islets with residual immune staining for insulin	autoimmunity	cell	CD8-positive, alpha-beta T cell	islet of Langerhans	measurement datum	0	1	T	T	F	insulitis					Arif14_1				
PMID24939426	Arif et al. (2014)	Arif14_CD68.cells	CD68.cells	cells/islet	Mean CD68+ cells (cells stained per islet); only for islets with residual immune staining for insulin	autoimmunity	cell	macrophage	islet of Langerhans	measurement datum	0	1	T	T	F						Arif14_1				
PMID24939426	Arif et al. (2014)	Arif14_CD4.cells	CD4.cells	cells/islet	Mean CD4+ cells (cells stained per islet); only for islets with residual immune staining for insulin	autoimmunity	cell	CD4-positive, alpha-beta T cell	islet of Langerhans	measurement datum	0	1	T	T	F	insulitis					Arif14_1				
PMID24947367	Rodriguez-Calvo et al. (2014)	RodriguezCalvo14_CD8.cells	CD8.cells	CD8+ cells/mm^2	Mean CD8+ cell infiltration reported as mean density values	autoimmunity	cell	CD8-positive, alpha-beta T cell	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis			VarDvsCtrl		RodriguezCalvo14_1				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4207385/bin/supp_db14-0549_DB140549SupplementaryData.pdf
PMID24947367	Rodriguez-Calvo et al. (2014)	RodriguezCalvo14_CD4.cells	CD4.cells	CD4+ cells/mm^2	Mean CD4+ cell infiltration reported as mean density values	autoimmunity	cell	CD4-positive, alpha-beta T cell	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis			VarDvsCtrl		RodriguezCalvo14_1				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4207385/bin/supp_db14-0549_DB140549SupplementaryData.pdf
PMID24947367	Rodriguez-Calvo et al. (2014)	RodriguezCalvo14_CD11c.cells	CD11c.cells	CD11c+ cells/mm^2	Mean immune cell infiltration reported as mean density values	autoimmunity	cell	dendritic cell	islet of Langerhans	measurement datum	0	1	T	T	T				VarDvsCtrl		RodriguezCalvo14_1				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4207385/bin/supp_db14-0549_DB140549SupplementaryData.pdf
PMID25077543	Piran et al. (2014)	Piran14_delta2alpha	delta2alpha	somatostatin+ area/glucagon+ area	Delta to alpha cell ratio	neogenesis/transdifferentiation/dedifferentiation	cell	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	NA	F				VarDvsCtrl		Piran14_1				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4123101/figure/fig6/
PMID25226365	Subauste et al. (2014)	Subauste14_beta.mass	beta.mass	grams	Estimated beta cell mass	neogenesis/transdifferentiation/dedifferentiation	cell	type B pancreatic cell	islet of Langerhans	measurement datum	0	1	T	NA	F				VarDvsCtrl		Subauste14_1				
PMID25422108	Krogvold et al. (2014)	Krogvold14_VP1.pos	VP1.pos	[Positive,Negative]	Enterovirus VP1 expression (positive or negative). See note.	viral	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	NA	F				VarDvsCtrl		Krogvold14_1		Included only nondiabetic organ donors from nPOD, used as controls for DiVid cohort. All samples tested negative for VP1.		
PMID25532042	Grzesik et al. (2014)	Grzesik14_x12LO.pos	x12LO.pos	[Positive,Negative]	Staining for 12LO (positive or negative)	autoimmunity	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T				VarDvsCtrl		Grzesik14_1				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4333045/figure/F2/
PMID25532042	Grzesik et al. (2014)	Grzesik14_islet.area	islet.area	%	Islet area as % of pancreas area	general	tissue	islet of Langerhans	pancreas	measurement datum	0	1	T	NA	F	abnormal pancreatic islet number			VarDvsCtrl		Grzesik14_2				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4333045/figure/F2/
PMID25532042	Grzesik et al. (2014)	Grzesik14_beta.area	beta.area	%	Beta cells as % of islet area	general	cell	type B pancreatic cell	pancreas	measurement datum	0	1	T	NA	F	abnormal pancreatic beta cell number			VarDvsCtrl		Grzesik14_2				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4333045/figure/F2/
PMID25532042	Grzesik et al. (2014)	Grzesik14_x12LO.pancreas	x12LO.pancreas	%	Expression of 12LO as % of pancreas area	autoimmunity	protein	pancreas	pancreas	measurement datum	0	1	T	NA	F				VarDvsCtrl		Grzesik14_2				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4333045/figure/F2/
PMID25532042	Grzesik et al. (2014)	Grzesik14_x12LO.islet	x12LO.islet	%	Expression of 12LO as % of islet area	autoimmunity	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	NA	F				VarDvsCtrl		Grzesik14_2				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4333045/figure/F2/
PMID25532042	Grzesik et al. (2014)	Grzesik14_x12LO.beta	x12LO.beta	%	Expression of 12LO as % of beta cell area (insulin-positive area)	autoimmunity	protein	type B pancreatic cell	islet of Langerhans	measurement datum	0	1	T	NA	F				VarDvsCtrl		Grzesik14_2				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4333045/figure/F2/
PMID25576800	Harms et al. (2015)	Harms15_IL18.cells	IL18.cells	%	Percent of islets with at least two IL-18+ cells, quantitated in 25 islets per sample	autoimmunity	cell	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	NA	F				VarDvsCtrl		Harms15_1				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4315765/figure/F5/
PMID25576800	Harms et al. (2015)	Harms15_IL18.cells.high	IL18.cells.high	%	Percent of islets with at least five IL-18+ cells, quantitated in 25 islets per sample	autoimmunity	cell	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	NA	F				VarDvsCtrl		Harms15_1				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4315765/figure/F5/
PMID25687234	Reddy et al. (2015)	Reddy15_InsNeg.total.islets	InsNeg.total.islets	count	Number of insulin-negative islets	autoimmunity	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T						Reddy15_1				
PMID25687234	Reddy et al. (2015)	Reddy15_InsPos.total.islets	InsPos.total.islets	count	Number off insulin-positive islets	autoimmunity	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T						Reddy15_1				
PMID25687234	Reddy et al. (2015)	Reddy15_InsNeg.insulitis.islets	InsNeg.insulitis.islets	count	Number of insulin-negative islets with insulitis	autoimmunity	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T						Reddy15_1				
PMID25687234	Reddy et al. (2015)	Reddy15_InsPos.insulitis.islets	InsPos.insulitis.islets	count	Number of insulin-positive islets with insulitis	autoimmunity	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T						Reddy15_1				
PMID25687234	Reddy et al. (2015)	Reddy15_insulitis.islets	insulitis.islets	count	Number of of islets with insulitis	autoimmunity	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T						Reddy15_1				
PMID25687234	Reddy et al. (2015)	Reddy15_CD45.cells	CD45.cells	count	Mean number of peri- and intra-islet leucocytes (CD45+) per islet	autoimmunity	cell	leukocyte	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis			VarDvsCtrl		Reddy15_1			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234	Reddy et al. (2015)	Reddy15_CD45.cells.periislet	CD45.cells.periislet	count	Mean number of peri-islet leucocytes (CD45+) per islet	autoimmunity	cell	leukocyte	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis			VarDvsCtrl		Reddy15_1			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234	Reddy et al. (2015)	Reddy15_CD45.cells.intraislet	CD45.cells.intraislet	count	Mean number of intra-islet leucocytes (CD45+) per islet	autoimmunity	cell	leukocyte	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis			VarDvsCtrl		Reddy15_1			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234	Reddy et al. (2015)	Reddy15_InsPos.CD45.cells	InsPos.CD45.cells	count	Mean number of peri- and intra-islet leucocytes (CD45+) per insulin-positive islet	autoimmunity	cell	leukocyte	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis			VarDvsCtrl		Reddy15_1			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234	Reddy et al. (2015)	Reddy15_InsNeg.CD45.cells	InsNeg.CD45.cells	count	Mean number of peri- and intra-islet leucocytes (CD45+) per insulin-negative islet	autoimmunity	cell	leukocyte	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis					Reddy15_1			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234	Reddy et al. (2015)	Reddy15_InsPos.CD45.cells.periislet	InsPos.CD45.cells.periislet	count	Mean number of peri-islet leucocytes (CD45+) per insulin-positive islet	autoimmunity	cell	leukocyte	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis					Reddy15_1			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234	Reddy et al. (2015)	Reddy15_InsNeg.CD45.cells.periislet	InsNeg.CD45.cells.periislet	count	Mean number of peri-islet leucocytes (CD45+) per insulin-negative islet	autoimmunity	cell	leukocyte	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis			VarDvsCtrl		Reddy15_1			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234	Reddy et al. (2015)	Reddy15_InsPos.CD45.cells.intraislet	InsPos.CD45.cells.intraislet	count	Mean number of intra-islet leucocytes (CD45+) per insulin-positive islet	autoimmunity	cell	leukocyte	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis			VarDvsCtrl		Reddy15_1			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234	Reddy et al. (2015)	Reddy15_InsNeg.CD45.cells.intraislet	InsNeg.CD45.cells.intraislet	count	Mean number of intra-islet leucocytes (CD45+) per insulin-negative islet	autoimmunity	cell	leukocyte	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis					Reddy15_1			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234	Reddy et al. (2015)	Reddy15_InsPos.CD45.prct	InsPos.CD45.prct	%	Percent of insulin-positive islets with insulitis (with CD45+ infiltrates)	autoimmunity	cell	leukocyte	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis					Reddy15_1			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234	Reddy et al. (2015)	Reddy15_InsNeg.CD45.prct	InsNeg.CD45.prct	%	Percent of insulin-negative islets with insulitis (with CD45+ infiltrates)	autoimmunity	cell	leukocyte	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis					Reddy15_1			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234	Reddy et al. (2015)	Reddy15_CD45.prct	CD45.prct	%	Percent of islets with insulitis (with CD45+ infiltrates)	autoimmunity	cell	leukocyte	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis					Reddy15_1			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID26055066	Taniguchi et al. (2015)	Taniguchi15_CCD1.score	CCD1.score	[0-3]	Cyclin D1 expression as % of islet cells stained	neogenesis/transdifferentiation/dedifferentiation	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T				VarDvsCtrl	'0 to 3’=0,’1 to 30%’=1, ‘31 to 60%’=2,’greater than 60%’=3	Taniguchi15_1			Table 1: The extent of expression of cyclin-D1 and -D3 in islets from heart-beating or post mortem control donors. & Table 2: The extent of expression of cyclin-D1 and -D3 in islets from heart-beating or post mortem autoantibody-positive donors and those with type 1 diabetes.	https://link.springer.com/article/10.1007%2Fs00125-015-3645-1#Tab1|https://link.springer.com/article/10.1007%2Fs00125-015-3645-1#Tab2
PMID26055066	Taniguchi et al. (2015)	Taniguchi15_CCD3.score	CCD3.score	[0-3]	Cyclin D3 expression as % of islet cells stained	neogenesis/transdifferentiation/dedifferentiation	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	T	T	T				VarDvsCtrl	Coded as 0 to 3: +, 1 to 30%; ++, 31 to 60%; +++, greather than 60%	Taniguchi15_1			Table 1: The extent of expression of cyclin-D1 and -D3 in islets from heart-beating or post mortem control donors. & Table 2: The extent of expression of cyclin-D1 and -D3 in islets from heart-beating or post mortem autoantibody-positive donors and those with type 1 diabetes.	https://link.springer.com/article/10.1007%2Fs00125-015-3645-1#Tab1|https://link.springer.com/article/10.1007%2Fs00125-015-3645-1#Tab2
PMID26076035	van der Meulen et al. (2015)	vanderMeulen15_Ucn3.score	Ucn3.score	[1-3]	Expression of Urocortin3 (UCN3) in beta cells, staining intensity category	NA	protein	type B pancreatic cell	islet of Langerhans	measurement datum	0	1	T	T	T				Ucn3 is stored and co-released with insulin and potentiates glucose-stimulated somatostatin secretion via cognate receptors on delta cells; islets lacking endogenous Ucn3 have fewer delta cells, reduced somatostatin content, impaired somatostatin secretion, and exaggerated insulin release		VanderMeulen15_1		This is a derived feature. Individual-level signal intensity images were extracted from supplemental files and clustered into Low, Intermediate, and High categories.	Supplemental Figure 7	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4496282/bin/NIHMS686747-supplement-1.pdf
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_InsNeg.CD3Pos.prct	InsNeg.CD3Pos.prct		Percent of islets counted that are insulin-negative and CD3-positive	autoimmunity	cell	T cell	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis					CampbellThompson16_1		Percent was calculated from original count data.	Table 1: Insulitis frequency in donors	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/table/T1/
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_InsPos.CD3Pos.prct	InsPos.CD3Pos.prct		Percent of islets counted that are insulin-positive and CD3-positive	autoimmunity	cell	T cell	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis					CampbellThompson16_1		Percent was calculated from original count data.	Table 1: Insulitis frequency in donors	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/table/T1/
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_InsNeg.CD3Neg.prct	InsNeg.CD3Neg.prct		Percent of islets counted that are insulin-negative and CD3-negative	autoimmunity	cell	T cell	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis					CampbellThompson16_1		Percent was calculated from original count data.	Table 1: Insulitis frequency in donors	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/table/T1/
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_InsPos.CD3Neg.prct	InsPos.CD3Neg.prct		Percent of islets counted that are insulin-positive and CD3-negative	autoimmunity	cell	T cell	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis					CampbellThompson16_1		Percent was calculated from original count data.	Table 1: Insulitis frequency in donors	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/table/T1/
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_CD3.prct	CD3.prct	%	Percent of islets with insulitis (with six or more CD3+ cells)	autoimmunity	cell	T cell	islet of Langerhans	measurement datum	0	1	T	T	T	insulitis					CampbellThompson16_1		Percent was calculated from original count data.	Table 1: Insulitis frequency in donors	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/table/T1/
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_beta.mass	beta.mass	g	Beta cell mass	autoimmunity	cell	type B pancreatic cell	islet of Langerhans	measurement datum	0	1	T	T	T				B-cell mass was decreased in donors with T1D, regardless of insulitis status, compared with those without T1D; however, B-cell mass was significantly higher in T1D donors with insulitis compared with those without insulitis		CampbellThompson16_3		Percent was calculated from original count data.	Figure 6	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/figure/F6/
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_alpha.mass	alpha.mass	g	Alpha cell mass	autoimmunity	cell	pancreatic A cell	islet of Langerhans	measurement datum	0	1	T	T	T						CampbellThompson16_3		Percent was calculated from original count data.	Figure 6	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/figure/F6/
