Source	Contributors	VarID	Variable	Value	Description	Tags	Level	CellTissue	TissueContext	DataTerm	Complex	Dimensions	LinkedID	IndividualLevelData	InApp	Entrez	MPTerm	GOTerm	EFOTerm	VarWithinD	VarDvsCtrl	Relevance	Levels	MethodID	PrivateNote	PublicNote	DataSource	DataSourceLink
PMID23904478	Chen et al. (2013)	Chen13_MxA.pos	MxA.pos	[0,1]	Positive for expression of MxA (a GTPase induced by type 1 IFN) as detected by staining		protein	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	4599				0	1			Chen et al. (2013)	In text: Immunohistochemistry demonstrated IL-15 expression in the islets in all T1D patients examined (four out of four, nPOD-6038, nPOD-6046, nPOD-6050, and nPOD-6084), whereas IL-15 was detected only in the pancreatic islets in one out of four normal donors and two out of five autoantibody positive donors (Fig. 6A). Interestingly, in two cases where IL-15 was positive, we also detected islet expression of MxA, a GTPase induced by type 1 IFN (?/?), that has been reported to interfere with virus multiplication and spread (28) (Fig. S6).	Data values are mentioned in publication text.	"Fig S6: Increased expression of MxA in the islets of a patient with type 1 diabetes [Network for Pancreatic Organ Donors (nPOD)-6084] and an autoantibody
positive donor (nPOD-6023)."	http://www.pnas.org/lookup/suppl/doi:10.1073/pnas.1312911110/-/DCSupplemental/pnas.201312911SI.pdf?targetid=nameddest=SF6
PMID23920110	Kavishwar et al. (2013)	Kavishwar13_sphingo.score	sphingo.score	staining intensity score	Quantification of sphingomyelin (SM) patches as IC2-antibody staining intensity		protein	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes		abnormal sphingomyelin level							Kavishwar et al. (2013)			Table 1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3840740/table/table1-0022155413502792/
PMID23920110	Kavishwar et al. (2013)	Kavishwar13_Ins.score	Ins.score	staining intensity score	Staining for Insulin		protein	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes									Kavishwar et al. (2013)			Table 1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3840740/table/table1-0022155413502792/
PMID23920110	Kavishwar et al. (2013)	Kavishwar13_Gcg.score	Gcg.score	staining intensity score	Staining for Glucagon		protein	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes									Kavishwar et al. (2013)			Table 1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3840740/table/table1-0022155413502792/
PMID24264405	Yip et al. (2013)	Yip13_Adora1	Adora1		Expression of adenosine A1 receptor (Adora1) by staining; no quantification		protein	islet of Langerhans	islet of Langerhans		0	1	yes	yes	no									Yip et al. (2013)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3837064/figure/F3/
PMID24264405	Yip et al. (2013)	Yip13_ADORA1.var	ADORA1.var		Presence of a Adora1 variant assessed by RT-PCR		gene	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	134								Yip et al. (2013)			Fig 4: An alternatively spliced isoform of Adora1 is expressed in the pancreas of NOD and AA+ patients.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3837064/figure/F4/
PMID24498006	Ye et al. (2014)	Ye14_MMc.cells	Mmc.cells	total no. MMc/total cells (%)	Maternal microchimeric cell quantification in pancreas	maternal microchimerism	cell	other	pancreas		0	1	yes	yes	yes		chimerism				1			Ye et al. (2014)			Table 2: Frequencies of MMc in T1D and control male human pancreases.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3909047/table/pone-0086985-t002/
PMID24498006	Ye et al. (2014)	Ye14_Ins.MMc.cells	Ins.Mmc.cells	no. of insulin+ MMc/total cells (%)	Enrichment of MMcs in the beta cell fraction	maternal microchimerism	cell	type B pancreatic cell	islet of Langerhans		0	1	yes	yes	yes						1			Ye et al. (2014)			Table 2: Frequencies of MMc in T1D and control male human pancreases.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3909047/table/pone-0086985-t002/
PMID24677718	Bogdani et al. (2014)	Bogdani14_Hyaluronan.islet	Hyaluronan.islet	HA+ area/mm^2	Hyaluronan-positive area in peri- and intra-islet		protein	islet of Langerhans	islet of Langerhans		0	1	yes	NA	no						1			Bogdani et al. (2014)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4113060/figure/F2/
PMID24677718	Bogdani et al. (2014)	Bogdani14_Hyaluronan.follicle	Hyaluronan.follicle	%	Hyaluronan-positive area in splenic B cell follicles		protein	spleen lymphoid follicle	spleen		0	1	yes	NA	no						1			Bogdani et al. (2014)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4113060/figure/F6/
PMID24677718	Bogdani et al. (2014)	Bogdani14_Hyaluronan.spleen	Hyaluronan.spleen	%	Hyaluronan-positive area in splenic T cell area		protein	other	spleen		0	1	yes	NA	no						1			Bogdani et al. (2014)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4113060/figure/F6/
PMID24677718	Bogdani et al. (2014)	Bogdani14_Hyaluronan.PLN	Hyaluronan.PLN	%	Hyaluronan-positive area in pancreatic lymph node (PLN) tissue area		protein	pancreatic lymph node	pancreatic lymph node		0	1	yes	NA	no						1			Bogdani et al. (2014)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4113060/figure/F6/
PMID24677718	Bogdani et al. (2014)	Bogdani14_IalphaI	IalphaI		Characterization of hyaluronan-binding protein		protein	islet of Langerhans	islet of Langerhans		0	1	yes	NA	no									Bogdani et al. (2014)
PMID24677718	Bogdani et al. (2014)	Bogdani14_Versican	Versican		Characterization of hyaluronan-binding protein		protein	islet of Langerhans	islet of Langerhans		0	1	yes	NA	no									Bogdani et al. (2014)
PMID24677718	Bogdani et al. (2014)	Bogdani14_TSG6	TSG6		Characterization of hyaluronan-binding protein		protein	islet of Langerhans	islet of Langerhans		0	1	yes	NA	no									Bogdani et al. (2014)
PMID24939426	Arif et al. (2014)	Arif14_CD20.cat	CD20.cat	[Lo,Hi]	Mean CD20+ cells (cells stained per islet) and categorized into CD20Hi or CD20Lo; only for islets with residual immune staining for insulin	leukocyte infiltration	cell	B cell	islet of Langerhans		0	1	yes	yes	no		insulitis			1	1			Arif et al. (2014)			Figure 4: Immunohistological analysis of pancreas from patients with type 1 diabetes reveals heterogeneity of insulitis.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4207393/figure/F4/
PMID24939426	Arif et al. (2014)	Arif14_CD8.cells	CD8.cells	cells/islet	Mean CD8+ cells (cells stained per islet); only for islets with residual immune staining for insulin		cell	CD8-positive, alpha-beta T cell	islet of Langerhans		0	1	yes	yes	no		insulitis							Arif et al. (2014)
PMID24939426	Arif et al. (2014)	Arif14_CD68.cells	CD68.cells	cells/islet	Mean CD68+ cells (cells stained per islet); only for islets with residual immune staining for insulin		cell	macrophage	islet of Langerhans		0	1	yes	yes	no									Arif et al. (2014)
PMID24939426	Arif et al. (2014)	Arif14_CD4.cells	CD4.cells	cells/islet	Mean CD4+ cells (cells stained per islet); only for islets with residual immune staining for insulin		cell	CD4-positive, alpha-beta T cell	islet of Langerhans		0	1	yes	yes	no		insulitis							Arif et al. (2014)
PMID24947367	Rodriguez-Calvo et al. (2014)	RodriguezCalvo14_CD8.cells	CD8.cells	CD8+ cells/mm^2	Mean CD8+ cell infiltration reported as mean density values		cell	CD8-positive, alpha-beta T cell	islet of Langerhans		0	1	yes	yes	yes		insulitis			1	1			Rodriguez-Calvo et al. (2014)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4207385/bin/supp_db14-0549_DB140549SupplementaryData.pdf
PMID24947367	Rodriguez-Calvo et al. (2014)	RodriguezCalvo14_CD4.cells	CD4.cells	CD4+ cells/mm^2	Mean CD4+ cell infiltration reported as mean density values		cell	CD4-positive, alpha-beta T cell	islet of Langerhans		0	1	yes	yes	yes		insulitis			1	1			Rodriguez-Calvo et al. (2014)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4207385/bin/supp_db14-0549_DB140549SupplementaryData.pdf
PMID24947367	Rodriguez-Calvo et al. (2014)	RodriguezCalvo14_CD11c.cells	CD11c.cells	CD11c+ cells/mm^2	Mean immune cell infiltration reported as mean density values		cell	dendritic cell	islet of Langerhans		0	1	yes	yes	yes					1	1			Rodriguez-Calvo et al. (2014)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4207385/bin/supp_db14-0549_DB140549SupplementaryData.pdf
PMID25077543	Piran et al. (2014)	Piran14_delta2alpha	delta2alpha	somatostatin+ area/glucagon+ area	Delta to alpha cell ratio		cell	islet of Langerhans	islet of Langerhans		0	1	yes	NA	no					1	1			Piran et al. (2014)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4123101/figure/fig6/
PMID25226365	Subauste et al. (2014)	Subauste14_beta.mass	beta.mass	grams	Estimated beta cell mass		cell	type B pancreatic cell	islet of Langerhans		0	1	yes	NA	no					1	1			Subauste et al. (2014)
PMID25422108	Krogvold et al. (2014)	Krogvold14_VP1 	VP1	[Positive,Negative]	Enterovirus VP1 expression (positive or negative). See note.	viral-related	protein	islet of Langerhans	islet of Langerhans		0	1	yes	NA	no					1	1			Krogvold et al. (2014)		Included only nondiabetic organ donors from nPOD, used as controls for DiVid cohort. All samples tested negative for VP1.
PMID25532042	Grzesik et al. (2014)	Grzesik14_x12LO	x12LO	[Positive,Negative]	Staining for 12LO (positive or negative)		protein	islet of Langerhans	islet of Langerhans		0	1	yes	yes	no	239				1	1			Grzesik et al. (2014)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4333045/figure/F2/
PMID25532042	Grzesik et al. (2014)	Grzesik14_islet.area	islet.area	%	Islet area as % of pancreas area	islet parameters	tissue	islet of Langerhans	pancreas		0	1	yes	NA	no		abnormal pancreatic islet number			1	1			Grzesik et al. (2014)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4333045/figure/F2/
PMID25532042	Grzesik et al. (2014)	Grzesik14_beta.area	beta.area	%	Beta cells as % of islet area	beta cell parameters	cell	type B pancreatic cell	pancreas		0	1	yes	NA	no		abnormal pancreatic beta cell number			1	1			Grzesik et al. (2014)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4333045/figure/F2/
PMID25532042	Grzesik et al. (2014)	Grzesik14_x12LO.pancreas	x12LO.pancreas	%	Expression of 12LO as % of pancreas area		protein	pancreas	pancreas		0	1	yes	NA	no					1	1			Grzesik et al. (2014)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4333045/figure/F2/
PMID25532042	Grzesik et al. (2014)	Grzesik14_x12LO.islet	x12LO.islet	%	Expression of 12LO as % of islet area		protein	islet of Langerhans	islet of Langerhans		0	1	yes	NA	no					1	1			Grzesik et al. (2014)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4333045/figure/F2/
PMID25532042	Grzesik et al. (2014)	Grzesik14_x12LO.beta	x12LO.beta	%	Expression of 12LO as % of beta cell area (insulin-positive area)		protein	type B pancreatic cell	islet of Langerhans		0	1	yes	NA	no					1	1			Grzesik et al. (2014)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4333045/figure/F2/
PMID25576800	Harms et al. (2015)	Harms15_IL18.cells	IL18.cells	%	Percent of islets with at least two IL-18+ cells, quantitated in 25 islets per sample		cell	islet of Langerhans	islet of Langerhans		0	1	yes	NA	no					1	1			Harms et al. (2015)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4315765/figure/F5/
PMID25576800	Harms et al. (2015)	Harms15_IL18.cells.high	IL18.cells.high	%	Percent of islets with at least five IL-18+ cells, quantitated in 25 islets per sample		cell	islet of Langerhans	islet of Langerhans		0	1	yes	NA	no					1	1			Harms et al. (2015)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4315765/figure/F5/
PMID25687234	Reddy et al. (2015)	Reddy15_InsNeg.total.islets	InsNeg.total.islets	count			protein	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes									Reddy et al. (2015)
PMID25687234	Reddy et al. (2015)	Reddy15_InsPos.total.islets	InsPos.total.islets	count			protein	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes									Reddy et al. (2015)
PMID25687234	Reddy et al. (2015)	Reddy15_InsNeg.insulitis.islets	InsNeg.insulitis.islets	count			protein	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes									Reddy et al. (2015)
PMID25687234	Reddy et al. (2015)	Reddy15_InsPos.insulitis.islets	InsPos.insulitis.islets	count			protein	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes									Reddy et al. (2015)
PMID25687234	Reddy et al. (2015)	Reddy15_insulitis.islets	insulitis.islets	count			protein	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes									Reddy et al. (2015)
PMID25687234	Reddy et al. (2015)	Reddy15_CD45.cells	CD45.cells	count	Mean number of peri- and intra-islet leucocytes (CD45+) per islet		cell	leukocyte	islet of Langerhans		0	1	yes	yes	yes		insulitis			1	1			Reddy et al. (2015)			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234	Reddy et al. (2015)	Reddy15_CD45.cells.periislet	CD45.cells.periislet	count	Mean number of peri-islet leucocytes (CD45+) per islet		cell	leukocyte	islet of Langerhans		0	1	yes	yes	yes		insulitis			1	1			Reddy et al. (2015)			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234	Reddy et al. (2015)	Reddy15_CD45.cells.intraislet	CD45.cells.intraislet	count	Mean number of intra-islet leucocytes (CD45+) per islet		cell	leukocyte	islet of Langerhans		0	1	yes	yes	yes		insulitis			1	1			Reddy et al. (2015)			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234	Reddy et al. (2015)	Reddy15_InsPos.CD45.cells	InsPos.CD45.cells	count	Mean number of peri- and intra-islet leucocytes (CD45+) per insulin-positive islet		cell	leukocyte	islet of Langerhans		0	1	yes	yes	yes		insulitis			1	1			Reddy et al. (2015)			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234	Reddy et al. (2015)	Reddy15_InsNeg.CD45.cells	InsNeg.CD45.cells	count	Mean number of peri- and intra-islet leucocytes (CD45+) per insulin-negative islet		cell	leukocyte	islet of Langerhans		0	1	yes	yes	yes		insulitis							Reddy et al. (2015)			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234	Reddy et al. (2015)	Reddy15_InsPos.CD45.cells.periislet	InsPos.CD45.cells.periislet	count	Mean number of peri-islet leucocytes (CD45+) per insulin-positive islet		cell	leukocyte	islet of Langerhans		0	1	yes	yes	yes		insulitis							Reddy et al. (2015)			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234	Reddy et al. (2015)	Reddy15_InsNeg.CD45.cells.periislet	InsNeg.CD45.cells.periislet	count	Mean number of peri-islet leucocytes (CD45+) per insulin-negative islet		cell	leukocyte	islet of Langerhans		0	1	yes	yes	yes		insulitis			1	1			Reddy et al. (2015)			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234	Reddy et al. (2015)	Reddy15_InsPos.CD45.cells.intraislet	InsPos.CD45.cells.intraislet	count	Mean number of intra-islet leucocytes (CD45+) per insulin-positive islet		cell	leukocyte	islet of Langerhans		0	1	yes	yes	yes		insulitis			1	1			Reddy et al. (2015)			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234	Reddy et al. (2015)	Reddy15_InsNeg.CD45.cells.intraislet	InsNeg.CD45.cells.intraislet	count	Mean number of intra-islet leucocytes (CD45+) per insulin-negative islet		cell	leukocyte	islet of Langerhans		0	1	yes	yes	yes		insulitis							Reddy et al. (2015)			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234	Reddy et al. (2015)	Reddy15_InsPos.CD45.prct	InsPos.CD45.prct	%	Percent of insulin-positive islets with insulitis (with CD45+ infiltrates)		cell	leukocyte	islet of Langerhans		0	1	yes	yes	yes		insulitis							Reddy et al. (2015)			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234	Reddy et al. (2015)	Reddy15_InsNeg.CD45.prct	InsNeg.CD45.prct	%	Percent of insulin-negative islets with insulitis (with CD45+ infiltrates)		cell	leukocyte	islet of Langerhans		0	1	yes	yes	yes		insulitis							Reddy et al. (2015)			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID25687234	Reddy et al. (2015)	Reddy15_CD45.prct	CD45.prct	%	Percent of islets with insulitis (with CD45+ infiltrates)		cell	leukocyte	islet of Langerhans		0	1	yes	yes	yes		insulitis							Reddy et al. (2015)			Table 3: Mean number of peri- and intra-islet leucocytes and the sum of the two in relation to insulin-positive and -negative islets and the percentage of islets with insulitis in insulin-positive and -negative islets in non-diabetic and diabetic cases.	https://link.springer.com/article/10.1007%2Fs00125-015-3519-6#Tab3
PMID26055066	Taniguchi et al. (2015)	Taniguchi15_CCD1.score	CCD1.score	[0-3]	Cyclin D1 expression as % of islet cells stained		protein	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	595				1	1		'0 to 3’=0,’1 to 30%’=1, ‘31 to 60%’=2,’greater than 60%’=3	Taniguchi et al. (2015)			Table 1: The extent of expression of cyclin-D1 and -D3 in islets from heart-beating or post mortem control donors. & Table 2: The extent of expression of cyclin-D1 and -D3 in islets from heart-beating or post mortem autoantibody-positive donors and those with type 1 diabetes.	https://link.springer.com/article/10.1007%2Fs00125-015-3645-1#Tab1|https://link.springer.com/article/10.1007%2Fs00125-015-3645-1#Tab2
PMID26055066	Taniguchi et al. (2015)	Taniguchi15_CCD3.score	CCD3.score	[0-3]	Cyclin D3 expression as % of islet cells stained		protein	islet of Langerhans	islet of Langerhans		0	1	yes	yes	yes	896				1	1		Coded as 0 to 3: +, 1 to 30%; ++, 31 to 60%; +++, greather than 60%	Taniguchi et al. (2015)			Table 1: The extent of expression of cyclin-D1 and -D3 in islets from heart-beating or post mortem control donors. & Table 2: The extent of expression of cyclin-D1 and -D3 in islets from heart-beating or post mortem autoantibody-positive donors and those with type 1 diabetes.	https://link.springer.com/article/10.1007%2Fs00125-015-3645-1#Tab1|https://link.springer.com/article/10.1007%2Fs00125-015-3645-1#Tab2
PMID26076035	van der Meulen et al. (2015)	vanderMeulen15_Ucn3.score	Ucn3.score	[1-3]	Expression of Urocortin3 (UCN3) in beta cells, staining intensity category		protein	type B pancreatic cell	islet of Langerhans		0	1	yes	yes	yes	114131						Ucn3 is stored and co-released with insulin and potentiates glucose-stimulated somatostatin secretion via cognate receptors on delta cells; islets lacking endogenous Ucn3 have fewer delta cells, reduced somatostatin content, impaired somatostatin secretion, and exaggerated insulin release		van der Meulen et al. (2015)		This is a derived feature. Individual-level signal intensity images were extracted from supplemental files and clustered into Low, Intermediate, and High categories.	Supplemental Figure 7	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4496282/bin/NIHMS686747-supplement-1.pdf
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_InsNeg.CD3Pos.prct	InsNeg.CD3Pos.prct		Percent of islets counted that are insulin-negative and CD3-positive		cell	T cell	islet of Langerhans		0	1	yes	yes	yes		insulitis							Campbell-Thompson et al. (2016)		Percent was calculated from original count data.	Table 1: Insulitis frequency in donors	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/table/T1/
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_InsPos.CD3Pos.prct	InsPos.CD3Pos.prct		Percent of islets counted that are insulin-positive and CD3-positive		cell	T cell	islet of Langerhans		0	1	yes	yes	yes		insulitis							Campbell-Thompson et al. (2016)		Percent was calculated from original count data.	Table 1: Insulitis frequency in donors	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/table/T1/
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_InsNeg.CD3Neg.prct	InsNeg.CD3Neg.prct		Percent of islets counted that are insulin-negative and CD3-negative		cell	T cell	islet of Langerhans		0	1	yes	yes	yes		insulitis							Campbell-Thompson et al. (2016)		Percent was calculated from original count data.	Table 1: Insulitis frequency in donors	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/table/T1/
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_InsPos.CD3Neg.prct	InsPos.CD3Neg.prct		Percent of islets counted that are insulin-positive and CD3-negative		cell	T cell	islet of Langerhans		0	1	yes	yes	yes		insulitis							Campbell-Thompson et al. (2016)		Percent was calculated from original count data.	Table 1: Insulitis frequency in donors	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/table/T1/
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_CD3.prct	CD3.prct	%	Percent of islets with insulitis (with six or more CD3+ cells)		cell	T cell	islet of Langerhans		0	1	yes	yes	yes		insulitis							Campbell-Thompson et al. (2016)		Percent was calculated from original count data.	Table 1: Insulitis frequency in donors	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/table/T1/
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_beta.mass	beta.mass	g	Beta cell mass		cell	type B pancreatic cell	islet of Langerhans		0	1	yes	yes	yes							B-cell mass was decreased in donors with T1D, regardless of insulitis status, compared with those without T1D; however, B-cell mass was significantly higher in T1D donors with insulitis compared with those without insulitis		Campbell-Thompson et al. (2016)		Percent was calculated from original count data.	Figure 6	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/figure/F6/
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_alpha.mass	alpha.mass	g	Alpha cell mass		cell	pancreatic A cell	islet of Langerhans		0	1	yes	yes	yes									Campbell-Thompson et al. (2016)		Percent was calculated from original count data.	Figure 6	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/figure/F6/
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_CD45.cells.islet	CD45.cells.islet		CD45+ cells per islet		cell	leukocyte	islet of Langerhans		0	1	yes	yes	yes		insulitis							Campbell-Thompson et al. (2016)		Percent was calculated from original count data.	Figure 5	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/figure/F5/
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_CD3.cells.islet	CD3.cells.islet		CD3+ cells per islet		cell	T cell	islet of Langerhans		0	1	yes	yes	yes		insulitis							Campbell-Thompson et al. (2016)		Percent was calculated from original count data.	Figure 5	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/figure/F5/
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_CD20.cells.islet	CD20.cells.islet		CD20+ cells per islet		cell	B cell	islet of Langerhans		0	1	yes	yes	yes		insulitis							Campbell-Thompson et al. (2016)		Percent was calculated from original count data.	Figure 5	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/figure/F5/
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_CD8.cells.islet	CD8.cells.islet		CD8+ cells per islet		cell	CD8-positive, alpha-beta T cell	islet of Langerhans		0	1	yes	yes	yes		insulitis							Campbell-Thompson et al. (2016)		Percent was calculated from original count data.	Figure 5	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/figure/F5/
PMID26581594	Campbell-Thompson et al. (2016)	CampbellThompson16_CD4.cells.islet	CD4.cells.islet		CD4+ cells per islet		cell	CD4-positive, alpha-beta T cell	islet of Langerhans		0	1	yes	yes	yes		insulitis							Campbell-Thompson et al. (2016)		Percent was calculated from original count data.	Figure 5	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764143/figure/F5/
PMID26858360	Leete et al. (2016)	Leete16_CD20.cat	CD20.cat	[Lo,Hi]	Ratio of CD20+:CD4+ cells in inflamed islets, reported as 0 = CD20Lo or 1 = CD20Hi		cell	B cell|CD4-positive, alpha-beta T cell	islet of Langerhans		0	1	yes	yes	yes		insulitis			1	1			Arif et al. (2014)				http://diabetes.diabetesjournals.org/content/65/5/1362.long
PMID26935967	Liu et al. (2016)	Liu16_Proteomics	Proteomics	NA	Proteomics of pancreatic head region tissues, expression values for 5357 proteins		protein	exocrine pancreas	exocrine pancreas		1	5357	yes	yes	yes						1	Among the 5357 (1% false discovery rate) confidently identified proteins, 145 showed statistically significant dysregulation between T1D and healthy subjects		Liu et al. (2016)			Table S1: 5368 protein groups identified in pancreatic tissue.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4893790/bin/NIHMS788696-supplement-supplemental_information.pdf
PMID26950362	Helman et al. (2016)	Helman16_p16	p16		staining intensity		protein	islet of Langerhans	islet of Langerhans		0	1	yes	NA	no									Helman et al. (2016)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5546206/bin/NIHMS872711-supplement-Supplemental_Tables.pdf
PMID26950362	Helman et al. (2016)	Helman16_Cox17	Cox17		staining intensity		protein	islet of Langerhans	islet of Langerhans		0	1	yes	NA	no									Helman et al. (2016)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5546206/bin/NIHMS872711-supplement-Supplemental_Tables.pdf
PMID26950362	Helman et al. (2016)	Helman16_pS6	pS6		staining intensity		protein	islet of Langerhans	islet of Langerhans		0	1	yes	NA	no									Helman et al. (2016)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5546206/bin/NIHMS872711-supplement-Supplemental_Tables.pdf
PMID26950362	Helman et al. (2016)	Helman16_Ndufb5	Ndufb5		staining intensity		protein	islet of Langerhans	islet of Langerhans		0	1	yes	NA	no									Helman et al. (2016)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5546206/bin/NIHMS872711-supplement-Supplemental_Tables.pdf
PMID26950362	Helman et al. (2016)	Helman16_Atp5a	Atp5a		staining intensity		protein	islet of Langerhans	islet of Langerhans		0	1	yes	NA	no									Helman et al. (2016)				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5546206/bin/NIHMS872711-supplement-Supplemental_Tables.pdf
